562,"Montalembert, Charles Forbes René De "
563,"Llwyd, Richard."
564,"Blaikelocke, Laurence."
565,"Lafond, Ernest."
566,"Tate, Nahum."
567,Booth 
568,"Settle, Elkanah."
569,"Fletcher, John "
570,"G., J."
571,"Mathorel, Henri."
572,"Fox, Charles James"
573,"Argles, Afterwards Hungerford, Margaret Wolfe."
574,"Stephenson, Agnes."
575,"Turotti, Felice."
576,"Glaser, Julius."
577,"Huhn, Eugen."
578,"Rye, Olaf."
579,"Macdowall, M. W."
580,"Staedler, Gustav Leopold."
581,"Beattie, William "
582,"Goldschmidt, Ferdinand "
583,"Hull, Edward "
584,"Brunet, Gustave"
585,Mary 
586,"Metcalfe, George Edgar."
587,"Buchan, David "
588,"Beeston, C."
589,"Lester, John William."
590,"Nursey, Walter R."
591,"Mills, George "
592,"Rouargue, ÉMile "
593,"Merkel, Joseph."
594,"J., G."
595,"Gildon, Charles."
596,"Behrens, H. L. "
597,"Behrens, C. G."
598,"Mensinga, J. A. M."
599,"Beke, Emily."
600,"Abbadie, Antoine Thompson D'."
601,"Abbadie, Antoine Thompson D'."
602,"Ayrton, Frederick."
603,"Carter, William George."
604,"Schlosberg, Herzl Joshua "
605,"Beke, Charles Tilstone."
606,"Adams, Arthur "
607,"Benn, George."
608,"Farmer, John "
609,"Montbard, Georges."
610,"Bell, Alexander Melville."
611,"Young, Frederick "
612,"Nesbitt, Joseph John."
613,"Bell, Letitia Mary Martin."
614,"Bellamy, Daniel "
615,"Tholin, Georges."
616,"Tholin, Georges."
617,"Bigot, Julien."
618,"Reid, Mayne"
619,"Devenish, William Hammon."
620,"Lemer, Jean Baptiste Raymond Julien."
621,"Cochrane, Alexander Dundas Ross "
622,"Dunstan, H. Mainwaring."
623,"G., E."
624,"Desbats, Alexis Gabriel."
625,"Harris, Emily Marion."
626,"PréLy, Stefan."
627,"Plague'Em, Peter."
628,"Seemann, Berthold Carl."
629,"Burns, M. J."
630,"Gillies, James Brown."
631,"Birch, Reginald Bathurst."
632,"Bonar, Horatius."
633,"Jefferson, J. England."
634,"Drewett, William."
635,"Bent, Constance."
636,"Swan, Robert Mcnavi Wilson."
637,"Swan, Robert Mcnavi Wilson."
638,"Bowring, John "
639,"Dumont, Pierre ÉTienne Louis."
640,"Dumont, Etienne"
641,"Payn, James"
642,"Beer, Adolf."
643,"Griffinhoofe, Charles George."
644,"ProcháZka, FrantišEk FaustýN."
645,"Sloet Van De Beele, Ludolf Anne Jan Wilt "
646,"Ralex, W."
647,"Diegerick, Isidore Lucien Antoine."
648,"Ammon, Ivan Fedorovich."
649,"Geissler, Christian Gottfried Heinrich."
650,"SchröDer, Johan Henrik."
651,"Leech, John "
652,"Styles, John "
653,"Rittmeyer, Emil."
654,"Rittmeyer, Emil."
655,"Kertbeny, C. Von"
656,"Jennings, Payne."
657,"Whittingham, Ferdinand."
658,"Yates, William "
659,"Chapon, A."
660,"Hall, William Hutcheon "
661,"Ardenne, Armand Leon Von "
662,"Mossmann, Xavier."
663,"Brock, Irving."
664,"Pena, Carlos MaríA De."
665,"Cooper, Frederick Henry."
666,"Sayle, Charles"
667,"Coudereau, C. A."
668,"ValléE, George."
669,"Charles, Elizabeth."
670,"Charles, Elizabeth."
671,"Miall, Arthur Bernard."
672,"Black, John "
673,"Palmer, Edward Henry"
674,"Palmer, Edward Henry"
675,"Palmer, Edward Henry"
676,"Rice, James "
677,"B., W. "
678,"Rice, James "
679,"Rice, James "
680,"Rice, James "
681,"Rice, James "
682,"Rice, James "
683,"Rice, James "
684,"Rice, James "
685,"Viles, Edward."
686,"Schiemann, Theodor "
687,"Harvey, William "
688,"Havergal, Francis Tebbs."
689,"Campbell, Charles "
690,"Eltester, Leopold."
691,"Wallace, Ellen."
692,"Bedingfeld, Thomas."
693,"Wheeler, James Talboys."
694,"Riou, ÉDouard."
695,"Belcher, William "
696,"W., G. E."
697,"Bernard, Valentine Lumley."
698,"Brereton, Thomas "
699,"Crane, Thomas "
700,"Furley, J. Dennis."
701,"Morgan, Aaron Augustus."
702,"Le Pla, Mark."
703,"Darling, Ralph."
704,"Musgrave, George Musgrave."
705,"Bartlett, W. H. "
706,"B., Helene V."
707,"Bickersteth, Edward Henry "
708,"Curryer, George S."
709,"Payne, Albert Henry."
710,"Clark, William"
711,"Biffignandi Buccella, Bernardino."
712,"Woodville, Richard Caton"
713,"Miranda, Francisco De"
714,"Morse, Jedidiah."
715,"Phillips, George "
716,"Stuart, John Patrick Crighton "
717,Cottret 
718,"Rosen, Wilhelm Sophus Andreas Von."
719,"Mulsant, Martial ÉTienne."
720,"Rathgeber, Julius."
721,"Waltz, Andreas."
722,"Bingley, William Richard."
723,"Charles, Cecil."
724,"Playfair, George Macdonald Home."
725,"Salwey, Reginald Ernest."
726,"Williams, Robert Folkestone."
727,Mary 
728,"Abbott, Francis "
729,"Braddon, M. E. "
730,"De Villiers, John Abraham Jacob "
731,"Sulley, Philip."
732,"Yates, George "
733,"Hamper, William."
734,"Pye, Charles."
735,"Sturge, Joseph "
736,"Sturge, Joseph "
737,"Sturge, Joseph "
738,"Schattenmann, Johann Jacob."
739,"Watson, Jean L."
740,"Watson, Jean L."
741,"Mayo, Charles Herbert."
742,"Brown, Samuel "
743,"Abel, Niels Henrik."
744,"Pearson, Charles Henry."
745,"Schwartz, Joost Marius Willem Van Der Poorten."
746,"Robins, Arthur."
747,"Foster, Myles Birket"
748,"Jordan, Ernest Daniel."
749,"Waller, S. E."
750,"Caldecott, Randolph"
751,"Doré, Gustave"
752,"Doré, Gustave"
753,"ClemëS, A. A."
754,"Stephens, Walter "
755,"Walker, Archibald Stodart."
756,"Hammond, Chris "
757,"Armstrong, Francis A. W. T."
758,"Tugnot De Lanoye, Ferdinand."
759,"Tugnot De Lanoye, Ferdinand."
760,"Blackwood, Frederick Temple Hamilton Temple "
761,"Rancken, J. Oskar I."
762,"Lemoine, Henry "
763,"O'Brien, Alice."
764,"Tyson, George E."
765,"Viles, Edward."
766,"Sturgis, Julian Russell."
767,"Fletcher, William George Dimock."
768,"Phipps, Constantine Henry "
769,"Hutton, James "
770,"Hutton, James "
771,"Nesbit, E. "
772,"Dompierre De Chaufepié, Henri Jean De."
773,"Solario, Andrea "
774,"PíČ, Josef Ladislav."
775,"Hough, Franklin Benjamin."
776,"Drevet, JoannèS."
777,"Temple, George "
778,"Wallace, Alfred Russel."
779,"Symons, Arthur"
780,"Taylor, Elizabeth "
781,"B., E. R."
782,"Ritter, Carl "
783,"Wolff, Henry Drummond "
784,"Foster, Myles Birket"
785,"Lofft, Capel "
786,"Curwen, Henry "
787,"B., W. S."
788,"Derome, LéOpold."
789,"Blunt, Edmund."
790,"Blunt, Edmund."
791,"Blunt, George William."
792,"Egremont, George O'Brien Wyndham "
793,"Hottinger, Johann Jacob "
794,"Ireland, Samuel William Henry."
795,"Morton, Charles "
796,"Vigil, José MaríA."
797,"Martin, Emma."
798,"Sotheby, Eliza "
799,"Jacassey, A. F."
800,"Waitz, Georg"
801,"Bezsonov, Petr Aleksyeevich."
802,"Linsdell, Leonard."
803,"Wallis, John "
804,"Szalay, JóZsef "
805,"Lewis, George Cornewall "
806,"Lewis, George Cornewall "
807,"Boeheim, Wendelin."
808,"Schalow, Herman."
809,"Ficker, Julius."
810,"Will, Carl Joseph Cornelius."
811,"Baumgarten, G."
812,"Daykin, W. H."
813,"Colini, Giuseppe Angelo."
814,"Markham, Clements R. "
815,"Graham, Lumley "
816,"Fargues, Balthasar De."
817,"Sheremetev, Sergy Dmitrievich "
818,Janet
819,"Bollo, Santiago."
820,"Bolton, Cornelius Winter."
821,"Rhodes, William Barnes."
822,"Finlay, Alexander Struthers."
823,"Campbell, James M. "
824,"Carter, Henry John."
825,"Clode, Samuel."
826,"Clode, Samuel."
827,"Whymper, Edward."
828,"Fergusson, James "
829,"Gillard, Paul."
830,"Warren, Henry "
831,"Buechi, Albert."
832,"Glasson, Ernest DéSiré."
833,"Pitman, Coulson Bell."
834,"Gent, L. C."
835,"Gent, L. C."
836,"De Winton, Afterwards Stretton, Julia Cecilia."
837,"Gent, L. C."
838,"Havers, Alice."
839,"Corbould, H. "
840,"Taylor, W. H. "
841,"Chevalier, N. "
842,"Wood, Stanley Llewellyn."
843,"Cowell, G. H. Sydney."
844,"Russell, William Clark."
845,"Raynaud, Furcy Maxime."
846,"Borbstaedt, Adolf."
847,"Macmillan, Walter George."
848,"Kaehler, Otto August Johannes."
849,"Scheibert, Justus."
850,"GuéNee, Achille."
851,"GuéNee, Achille."
852,"S., E. L."
853,"Rouargue, ÉMile "
854,"Tell, Wilhelm."
855,"Bormans, Stanislas."
856,"Scott, Tom "
857,"Burke, Ulick Ralph."
858,"Birrell, Augustine "
859,"Beckett, Charles E."
860,"Kopf, David Traugott."
861,"Brook, Peter "
862,"BonnemèRe, Lionel."
863,"Pitman, Coulson Bell."
864,"Chevalier, Thomas"
865,"Fisher, Edward Thornton."
866,"Smith, Robert Howie."
867,"Moore, Frances."
868,"Bottarelli, Ferdinando."
869,"Hird, James Dennis."
870,"Bustamante, Carlos MaríA De."
871,"Sadoux, EugèNe."
872,"Murray, Eustace Clare Grenville."
873,"Abbey, Edwin Austin"
874,"Williams, Henry Llewellyn."
875,"Ford, Henry Justice."
876,"Berkeley, Edith S."
877,"Hoey, Frances Cashel "
878,"Bourges, Maurice."
879,"De Villiers, John Abraham Jacob "
880,Inchbald 
881,Inchbald 
882,"Holland, Clive "
883,"Holland, Clive "
884,"Challamel, Jean Baptiste Marie Augustin."
885,"Boutiot, Henry."
886,"Jacotot, Joseph."
887,"Davis, Isaac."
888,"Lyttelton, William Henry "
889,"Vuillier, Gaston."
890,"Walter, Arthur "
891,"Hale, Tedlie Hutchison "
892,"B., J."
893,Lane
894,"Guilliam, John."
895,"Tetherton, Robert."
896,"Bogle, Lockhart."
897,"Sherman, William Tecumseh."
898,"Sprange, W. E."
899,"Montagu, George Victor Drogo "
900,"Richards, Frederick Jonathan."
901,"Gilbert, John "
902,"Lyons, Irving."
903,"Shuffrey, William Arthur."
904,"Martin, Joseph "
905,"Knowles, William Henry."
906,"Boyve, Jaques FrançOis."
907,"Stout, Robert "
908,"Huyshe, George Lightfoot."
909,"Baines, A. "
910,"Williams, Henry Llewellyn."
911,"Prest, Thomas Peckett."
912,"Hayley, William"
913,"Deane, Charles "
914,"Cuminge, Maurice."
915,"Mark, Amy."
916,"Bickley, Francis Bridges."
917,"Smith, Thomas "
918,"Leroy, A. C."
919,"Leroy, A. C."
920,"Leroy, A. C."
921,"Bassewitz, Magnus Friedrich Von."
922,"Wiseman, W. J."
923,"Franklin, John "
924,"Neustaedter, Adele."
925,"PoznańSki, Zygmunt."
926,"Eastman, Samuel Coffin."
927,"Eastman, Samuel Coffin."
928,"Brotherton, Mary Isabella Irwin."
929,"Argles, Afterwards Hungerford, Margaret Wolfe."
930,"Sydenham, D."
931,"Sydenham, D."
932,"Krupp, A. "
933,"Hoefer, Hanns."
934,"Maclean, Frank John."
935,"Pritchett, Robert Taylor "
936,"Pritchett, Robert Taylor "
937,"Barker, Afterwards Broome, Mary Anne "
938,"Bingham, Albert Yelverton "
939,"Butler, J. "
940,"Wilmot, Sydney Marow Eardley "
941,"Ebsworth, Joseph Woodfall."
942,"Bamberger, Fritz "
943,"Polari, Constant."
944,"BalliviáN, Manuel Vicente."
